id,title,text,label
562,Unbelievable: Man Lives to 200 Years Using This Method 56,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
563,Local Council Approves New Infrastructure Project - 76,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
564,URGENT: Banks Will Collapse Tomorrow! 45,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
565,Tech Company Launches Updated Software Version - 18,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
566,Amazing: This One Trick Doctors Don't Want You to Know 46,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
567,Research Team Publishes Study on Climate Patterns - 98,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
568,WARNING: Your Phone is Spying on You Right Now! 74,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
569,Sports Team Wins Championship After Close Match - 36,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
570,Unbelievable: Man Lives to 200 Years Using This Method 50,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
571,Tech Company Launches Updated Software Version - 55,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
572,Incredible: Free Money for Everyone Starting Next Week! 62,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
573,School District Implements New Education Program - 39,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
574,EXPOSED: The Real Truth Behind Recent Events 31,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
575,University Researchers Make Progress in Cancer Study - 16,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
576,Celebrity Secretly Controls World Government 1,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
577,City Opens New Community Center for Residents - 90,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
578,Celebrity Secretly Controls World Government 100,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
579,School District Implements New Education Program - 79,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
580,EXPOSED: The Real Truth Behind Recent Events 67,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
581,Research Team Publishes Study on Climate Patterns - 14,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
582,WARNING: Your Phone is Spying on You Right Now! 78,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
583,Company Announces Quarterly Earnings Report - 76,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
584,Unbelievable: Man Lives to 200 Years Using This Method 92,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
585,School District Implements New Education Program - 22,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
586,Amazing: This One Trick Doctors Don't Want You to Know 98,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
587,School District Implements New Education Program - 96,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
588,BREAKING: Scientists Discover Cure for All Diseases! 13,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
589,City Opens New Community Center for Residents - 48,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
590,Incredible: Free Money for Everyone Starting Next Week! 5,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
591,City Opens New Community Center for Residents - 96,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
592,Amazing: This One Trick Doctors Don't Want You to Know 60,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
593,Research Team Publishes Study on Climate Patterns - 94,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
594,Miracle Diet: Lose 50 Pounds in 1 Week! 19,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
595,University Researchers Make Progress in Cancer Study - 93,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
596,BREAKING: Scientists Discover Cure for All Diseases! 40,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
597,Research Team Publishes Study on Climate Patterns - 58,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
598,Miracle Diet: Lose 50 Pounds in 1 Week! 95,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
599,Research Team Publishes Study on Climate Patterns - 34,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
600,URGENT: Banks Will Collapse Tomorrow! 49,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
601,Sports Team Wins Championship After Close Match - 58,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
602,Amazing: This One Trick Doctors Don't Want You to Know 26,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
603,School District Implements New Education Program - 92,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
604,Miracle Diet: Lose 50 Pounds in 1 Week! 83,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
605,Tech Company Launches Updated Software Version - 90,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
606,Celebrity Secretly Controls World Government 24,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
607,Government Releases Annual Budget Proposal - 28,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
608,Amazing: This One Trick Doctors Don't Want You to Know 1,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
609,Company Announces Quarterly Earnings Report - 60,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
610,Incredible: Free Money for Everyone Starting Next Week! 58,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
611,Research Team Publishes Study on Climate Patterns - 78,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
612,Shocking Truth: Government Hiding Alien Contact 12,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
613,City Opens New Community Center for Residents - 64,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
614,EXPOSED: The Real Truth Behind Recent Events 43,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
615,Research Team Publishes Study on Climate Patterns - 16,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
616,Incredible: Free Money for Everyone Starting Next Week! 94,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
617,Company Announces Quarterly Earnings Report - 19,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
618,URGENT: Banks Will Collapse Tomorrow! 21,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
619,University Researchers Make Progress in Cancer Study - 68,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
620,Celebrity Secretly Controls World Government 91,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
621,Sports Team Wins Championship After Close Match - 13,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
622,Incredible: Free Money for Everyone Starting Next Week! 3,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
623,Company Announces Quarterly Earnings Report - 90,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
624,URGENT: Banks Will Collapse Tomorrow! 76,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
625,Museum Hosts Exhibition of Historical Artifacts - 7,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
626,Unbelievable: Man Lives to 200 Years Using This Method 26,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
627,Tech Company Launches Updated Software Version - 95,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
628,WARNING: Your Phone is Spying on You Right Now! 20,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
629,Sports Team Wins Championship After Close Match - 14,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
630,Shocking Truth: Government Hiding Alien Contact 74,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
631,Research Team Publishes Study on Climate Patterns - 23,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
632,Amazing: This One Trick Doctors Don't Want You to Know 99,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
633,Sports Team Wins Championship After Close Match - 96,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
634,Unbelievable: Man Lives to 200 Years Using This Method 65,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
635,Museum Hosts Exhibition of Historical Artifacts - 92,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
636,Amazing: This One Trick Doctors Don't Want You to Know 91,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
637,Museum Hosts Exhibition of Historical Artifacts - 84,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
638,Unbelievable: Man Lives to 200 Years Using This Method 35,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
639,Research Team Publishes Study on Climate Patterns - 59,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
640,Shocking Truth: Government Hiding Alien Contact 82,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
641,School District Implements New Education Program - 98,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
642,Shocking Truth: Government Hiding Alien Contact 28,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
643,University Researchers Make Progress in Cancer Study - 97,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
644,Miracle Diet: Lose 50 Pounds in 1 Week! 68,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
645,University Researchers Make Progress in Cancer Study - 5,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
646,Amazing: This One Trick Doctors Don't Want You to Know 72,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
647,Government Releases Annual Budget Proposal - 14,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
648,WARNING: Your Phone is Spying on You Right Now! 100,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
649,University Researchers Make Progress in Cancer Study - 53,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
650,Shocking Truth: Government Hiding Alien Contact 3,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
651,City Opens New Community Center for Residents - 60,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
652,Incredible: Free Money for Everyone Starting Next Week! 76,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
653,School District Implements New Education Program - 37,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
654,BREAKING: Scientists Discover Cure for All Diseases! 92,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
655,Research Team Publishes Study on Climate Patterns - 30,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
656,EXPOSED: The Real Truth Behind Recent Events 40,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
657,Company Announces Quarterly Earnings Report - 58,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
658,Miracle Diet: Lose 50 Pounds in 1 Week! 84,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
659,Government Releases Annual Budget Proposal - 7,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
660,BREAKING: Scientists Discover Cure for All Diseases! 29,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
661,City Opens New Community Center for Residents - 73,Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...Scientists at the research institute have made significant progress in understanding cancer cell behavior. The team...,1
662,Celebrity Secretly Controls World Government 68,"According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...According to unnamed sources, scientists have made an unprecedented discovery that will change everything we know about medicine...",0
663,University Researchers Make Progress in Cancer Study - 76,"The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...The company reported revenues of $X million for Q3, representing a Y% increase compared to the same period last year...",1
664,BREAKING: Scientists Discover Cure for All Diseases! 68,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
665,Sports Team Wins Championship After Close Match - 39,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
666,Miracle Diet: Lose 50 Pounds in 1 Week! 25,Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...Doctors are furious about this simple trick that has helped thousands lose weight without any effort or exercise...,0
667,Government Releases Annual Budget Proposal - 76,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
668,Amazing: This One Trick Doctors Don't Want You to Know 27,Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...Leaked documents reveal shocking information that governments worldwide have been hiding from the public for decades...,0
669,Tech Company Launches Updated Software Version - 39,Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...Researchers at the university published their findings in the Journal of Climate Science. The study examined...,1
670,Amazing: This One Trick Doctors Don't Want You to Know 97,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
671,Sports Team Wins Championship After Close Match - 62,"The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...The new community center, located on Main Street, opened its doors to residents this week. Facilities include...",1
672,Shocking Truth: Government Hiding Alien Contact 38,"Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...Financial experts warn of imminent collapse, but mainstream media refuses to report the truth...",0
673,School District Implements New Education Program - 36,The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...The city council voted 7-2 in favor of the new infrastructure project during Tuesday's meeting. The project includes...,1
674,WARNING: Your Phone is Spying on You Right Now! 17,Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...Investigation reveals disturbing connections between powerful figures and secretive organizations...,0
